Police (Philippines)	Make statement	Engineer (Philippines)
Attorney General (Philippines)	Praise or endorse	Member of the Judiciary (Philippines)
Wang Yi	Praise or endorse	Vietnam
Hungary	Express intent to cooperate	Poland
Hungary	Express intent to cooperate	Slovakia
Czech Republic	Express intent to cooperate	Poland
Czech Republic	Express intent to cooperate	Slovakia
Poland	Express intent to cooperate	Hungary
Poland	Express intent to cooperate	Czech Republic
Poland	Express intent to cooperate	Slovakia
Slovakia	Express intent to cooperate	Hungary
Slovakia	Express intent to cooperate	Czech Republic
Slovakia	Express intent to cooperate	Poland
Mateusz Morawiecki	Make a visit	Military (Poland)
Military (Poland)	Host a visit	Mateusz Morawiecki
European Union	Sign formal agreement	Government (Brazil)
Government (Brazil)	Sign formal agreement	European Union
Member of the Judiciary (India)	Reject mediation	Citizen (India)
Venkaiah Naidu	Make statement	Senate (India)
Opposition Supporter (India)	Praise or endorse	Telugu Desam Party
Opposition Supporter (India)	Consult	N. Chandrababu Naidu
N. Chandrababu Naidu	Praise or endorse	Opposition Supporter (India)
N. Chandrababu Naidu	Consult	Opposition Supporter (India)
Men (India)	Abduct, hijack, or take hostage	Indian Administered Kashmir
Industry (India)	Praise or endorse	Narendra Modi
Main Opposition (India)	Make statement	Ministry (India)
Police (India)	Use conventional military force	Insurgent (India)
Bharatiya Janata	Consult	Keshari Nath Tripathi
Keshari Nath Tripathi	Consult	Bharatiya Janata
Bharatiya Janata	Make statement	Keshari Nath Tripathi
Russia	Consult	Singapore
Singapore	Consult	Russia
Defense / Security Ministry (Russia)	Consult	Ministry (Singapore)
Ministry (Singapore)	Consult	Defense / Security Ministry (Russia)
Russia	Engage in diplomatic cooperation	Singapore
Singapore	Engage in diplomatic cooperation	Russia
Russia	Make an appeal or request	Singapore
Maria Zakharova	Make statement	Foreign Affairs (United Kingdom)
Japan	Refuse to yield	North Korea
Cabinet / Council of Ministers / Advisors (United States)	Express intent to meet or negotiate	Foreign Affairs (China)
Foreign Affairs (China)	Consult	John J. Sullivan
John J. Sullivan	Consult	Foreign Affairs (China)
Estonia	Engage in negotiation	Donald Trump
Donald Trump	Engage in negotiation	Estonia
Ecuador	Arrest, detain, or charge with legal action	Dissident (Revolutionary Armed Forces of Colombia)
Mahmoud Abbas	Praise or endorse	Salman bin Abdulaziz al-Saud
Head of Government (United States)	Express intent to meet or negotiate	Russia
Office of the United States Trade Representative	Make statement	Government (China)
Salman bin Abdulaziz al-Saud	Discuss by telephone	Donald Trump
Donald Trump	Discuss by telephone	Salman bin Abdulaziz al-Saud
Royal Administration (Saudi Arabia)	Express intent to cooperate	Donald Trump
Donald Trump	Express intent to cooperate	Royal Administration (Saudi Arabia)
Foreign Affairs (Saudi Arabia)	Make a visit	Umar al Bashir
Umar al Bashir	Host a visit	Foreign Affairs (Saudi Arabia)
Russia	Make statement	Turkey
Government (Czech Republic)	Reduce or break diplomatic relations	Foreign Affairs (Russia)
Party Member (Czech Republic)	Consult	Paul Ryan
Paul Ryan	Consult	Party Member (Czech Republic)
Milos Zeman	Make statement	United States
Russia	Make statement	Recep Tayyip Erdoğan
Vladimir Putin	Praise or endorse	Head of Government (Turkey)
U.S. Supreme Court	Deny responsibility	Criminal (Georgia)
Mark Zuckerberg	Make statement	Reuters
Reuters	Discuss by telephone	Mark Zuckerberg
Mark Zuckerberg	Discuss by telephone	Reuters
Belgium	Express intent to engage in diplomatic cooperation (such as policy support)	Morocco
Morocco	Express intent to engage in diplomatic cooperation (such as policy support)	Belgium
Michel Temer	Engage in symbolic act	Henrique Meirelles
National Union Party (Algeria)	Make an appeal or request	France
Mohammed bin Salman	Make statement	Israel
Mohammed bin Salman	Praise or endorse	Israel
Tourist (Russia)	Make a visit	Turkey
Turkey	Host a visit	Tourist (Russia)
Air Force (United States)	Make statement	Air Force (Qatar)
Donald Trump	Engage in diplomatic cooperation	Gulf Cooperation Council
United Arab Emirates	Consult	Bahrain
Bahrain	Consult	United Arab Emirates
Donald Trump	Demand	Canada
Citizen (Colombia)	Consider policy option	Presidential Candidate (Colombia)
Citizen (Colombia)	Make an appeal or request	Party Member (Colombia)
Citizen (Brazil)	Use unconventional violence	Military Police (Brazil)
Lawyer/Attorney (Sudan)	Engage in diplomatic cooperation	Rebel Group (Sudan)
Lawyer/Attorney (Sudan)	Arrest, detain, or charge with legal action	Sadiq al-Mahdi
Umma Party	Praise or endorse	Umar al Bashir
Sadiq al-Mahdi	Engage in diplomatic cooperation	Rebel Group (Sudan)
Kersti Kaljulaid	Make statement	United States
Tamim bin Hamad Al Thani	Consult	Donald Trump
Salman bin Abdulaziz al-Saud	Consult	Donald Trump
Donald Trump	Consult	Tamim bin Hamad Al Thani
Donald Trump	Consult	Salman bin Abdulaziz al-Saud
Qatar	Meet at a 'third' location	Donald Trump
Donald Trump	Meet at a 'third' location	Qatar
Foreign Affairs (Peru)	Make statement	Nicolás Maduro
Nicolás Maduro	Defy norms, law	Peru
Head of Government (Qatar)	Engage in negotiation	Donald Trump
Donald Trump	Engage in negotiation	Head of Government (Qatar)
Mexico	Make an appeal or request	Donald Trump
Amnesty International	Make statement	Military (Mali)
Amnesty International	Make statement	Africa
Salman bin Abdulaziz al-Saud	Make statement	Michel Aoun
Michel Aoun	Praise or endorse	Saudi Arabia
Saad Hariri	Consult	Media Personnel (Lebanon)
Media Personnel (Lebanon)	Consult	Saad Hariri
Head of Government (Lebanon)	Consult	Media Personnel (Lebanon)
Media Personnel (Lebanon)	Consult	Head of Government (Lebanon)
Islamic State of Iraq and the Levant	Use conventional military force	Citizen (Pakistan)
Lawyer/Attorney (Germany)	Make statement	Spain
Attorney General (Brazil)	Rally opposition against	Luiz Inacio Lula Da Silva
Turkey	Express intent to cooperate militarily	Russia
Defense / Security Ministry (China)	Make a visit	Russia
Russia	Host a visit	Defense / Security Ministry (China)
Defense / Security Ministry (China)	Engage in negotiation	Sergey Kuzhugetovich Shoygu
Sergey Kuzhugetovich Shoygu	Engage in negotiation	Defense / Security Ministry (China)
Sergey Kuzhugetovich Shoygu	Make statement	Wei Fenghe
High Commission for Refugees	Make optimistic comment	Israel
Bob Rae	Make an appeal or request	Canada
Militia (Central African Republic)	Use unconventional violence	United Nations
Militia (Central African Republic)	Use unconventional violence	Peacekeeping Troop (Central African Republic)
Sergey Kuzhugetovich Shoygu	Praise or endorse	Iran
Police (United States)	Make statement	Sir George Young
China	Host a visit	Wei Fenghe
Wei Fenghe	Make a visit	China
China	Host a visit	Defense / Security Ministry (Russia)
Defense / Security Ministry (Russia)	Make a visit	China
Wei Fenghe	Praise or endorse	Military (Russia)
Maroš Šefčovič	Make statement	Alexander Novak
Benjamin Netanyahu	Reduce or stop economic assistance	High Commission for Refugees
Defense / Security Ministry (Russia)	Demonstrate military or police power	Syria
Defense / Security Ministry (Iran)	Make a visit	Russia
Russia	Host a visit	Defense / Security Ministry (Iran)
Algeria	Make an appeal or request	Citizen (Spain)
Business (Russia)	Make statement	Government (Russia)
Government Official (Russia)	Make statement	Other Authorities / Officials (Russia)
Head of Government (United States)	Praise or endorse	Estonia
Head of Government (United States)	Praise or endorse	Latvia
Head of Government (United States)	Praise or endorse	Lithuania
Mohammed bin Salman	Consult	Eric Garcetti
Eric Garcetti	Consult	Mohammed bin Salman
Head of Government (Argentina)	Express intent to engage in diplomatic cooperation (such as policy support)	Governor (Argentina)
Governor (Argentina)	Express intent to meet or negotiate	Citizen (Argentina)
European Parliament	Express intent to meet or negotiate	Colombia
Ministry (Peru)	Make statement	Martín Vizcarra
Sebastián Piñera	Express intent to meet or negotiate	Argentina
Sebastián Piñera	Express intent to meet or negotiate	Mauricio Macri
Nestor Humberto Martinez	Make statement	Employee (Ecuador)
Other Authorities / Officials (El Salvador)	Arrest, detain, or charge with legal action	Men (El Salvador)
Court Judge (Brazil)	Praise or endorse	Police (Brazil)
Police (Venezuela)	Make statement	Attorney General (Venezuela)
Air Force (Venezuela)	Cooperate militarily	Guyana
Air Force (Venezuela)	Cooperate militarily	Brazil
Congress (Brazil)	Make statement	Workers' Party (Brazil)
Police (Brazil)	Mobilize or increase police power	Member of the Judiciary (Brazil)
Court Judge (Chile)	Deny responsibility	Ministry (Chile)
Court Judge (Chile)	Reject	Ministry (Chile)
Néstor Popolizio	Make statement	Martín Vizcarra
Felipe Harboe	Make statement	Heraldo Muñoz
Lawyer/Attorney (Chile)	Make an appeal or request	Member of the Judiciary (Chile)
Military Personnel (Brazil)	Make statement	Military (Brazil)
Luisa Ortega	Make an appeal or request	Member of the Judiciary (Colombia)
Lawyer/Attorney (Colombia)	Make an appeal or request	Court Judge (Colombia)
Assemblies (Venezuela)	Praise or endorse	Special Commission (Venezuela)
Police (Colombia)	Share intelligence or information	Villager (Colombia)
Police (Venezuela)	Appeal for intelligence	Venezuela
Police (Venezuela)	Rally opposition against	Citizen (Venezuela)
Professor (Brazil)	Make statement	Military Personnel (Brazil)
Party President (Brazil)	Criticize or denounce	Citizen (Brazil)
Protester (Brazil)	Rally opposition against	Luiz Inacio Lula Da Silva
Worker's Party	Make statement	Head of Government (Brazil)
Marco Aurelio de Mello	Express accord	Citizen (Brazil)
Lawyer/Attorney (Brazil)	Demand	Military (Brazil)
Raul Jungmann	Discuss by telephone	Military Personnel (Brazil)
Military Personnel (Brazil)	Discuss by telephone	Raul Jungmann
High Ranking Military Personnel (Brazil)	Praise or endorse	Military Personnel (Brazil)
Lawyer/Attorney (Brazil)	Make statement	Ministry (Brazil)
Henri Falcón	Accuse	Citizen (Venezuela)
Néstor Popolizio	Make statement	Nicolás Maduro
Citizen (Ecuador)	Appeal for diplomatic cooperation (such as policy support)	Government (Ecuador)
Brazil	Make statement	Joaquim Barbosa
Attorney General (Brazil)	Make statement	Member of the Judiciary (Brazil)
Pope Francis	Criticize or denounce	Venezuela
Citizen (Brazil)	Demand	Member of the Judiciary (Brazil)
Protester (Brazil)	Rally opposition against	Head of Government (Brazil)
Foreign Affairs (Morocco)	Consult	John J. Sullivan
John J. Sullivan	Consult	Foreign Affairs (Morocco)
Guillaume Soro	Make an appeal or request	Party Member (Cote d'Ivoire)
Cote d'Ivoire	Express intent to engage in diplomatic cooperation (such as policy support)	Citizen (Cote d'Ivoire)
Cote d'Ivoire	Express intent to engage in diplomatic cooperation (such as policy support)	Liberia
Justin Trudeau	Express intent to meet or negotiate	Canadian Coast Guard
Justin Trudeau	Express intent to meet or negotiate	Peru
Justin Trudeau	Express intent to meet or negotiate	France
UN Security Council	Criticize or denounce	António Manuel de Oliveira Guterres
António Manuel de Oliveira Guterres	Appeal for intelligence	Other Authorities / Officials (Central African Republic)
UN Security Council	Criticize or denounce	Citizen (Central African Republic)
Other Authorities / Officials (Cameroon)	Arrest, detain, or charge with legal action	Citizen (Cameroon)
Cote d'Ivoire	Host a visit	George Weah
George Weah	Make a visit	Cote d'Ivoire
Citizen (Senegal)	Criticize or denounce	Member of the Judiciary (Senegal)
Military (Cameroon)	Return, release person(s)	Tourist (Switzerland)
European Parliament	Express intent to meet or negotiate	Sri Lanka
Rally of the Republicans	Make statement	Party Member (Cote d'Ivoire)
Italy	Abduct, hijack, or take hostage	Tourist (Switzerland)
Tourist (Switzerland)	Abduct, hijack, or take hostage	Italy
Military (Cameroon)	Abduct, hijack, or take hostage	Italy
Military (Cameroon)	Abduct, hijack, or take hostage	Tourist (Switzerland)
Education (Canada)	Praise or endorse	Student (Canada)
Canada	Praise or endorse	Farm Worker (Canada)
Canada	Praise or endorse	Business (Canada)
Pan African Parliament	Make a visit	South Africa
South Africa	Host a visit	Pan African Parliament
France	Praise or endorse	United Nations Mission in Liberia
Constitutional Court (Cameroon)	Reject	Democratic Union of Cameroon
Domestic Affairs (Niger)	Engage in judicial cooperation	Mali
Abdelaziz Bouteflika	Host a visit	Mariano Rajoy Brey
Mariano Rajoy Brey	Make a visit	Abdelaziz Bouteflika
Saad Hariri	Express intent to meet or negotiate	Samir Geagea
Abiy Ahmed	Host a visit	Moussa Faki Mahamat
Moussa Faki Mahamat	Make a visit	Abiy Ahmed
Moussa Faki Mahamat	Express intent to cooperate	Abiy Ahmed
Lord's Resistance Army	Abduct, hijack, or take hostage	Citizen (Africa)
Other Authorities / Officials (Kenya)	Arrest, detain, or charge with legal action	Women (Kenya)
Military (Mali)	Arrest, detain, or charge with legal action	Citizen (Mali)
Ahn Cheol Soo	Make statement	City Mayor (South Korea)
Citizen (Algeria)	Criticize or denounce	Attacker (Algeria)
Brazil	Host a visit	Luxembourg
Luxembourg	Make a visit	Brazil
State Media (Turkey)	Make statement	United States
Anatolian Agency	Make statement	United States
Israeli Defense Forces	Use conventional military force	Federica Mogherini
Israeli Defense Forces	Use conventional military force	António Manuel de Oliveira Guterres
Pete Wilson	Make statement	Party Member (India)
Wael Abu Faour	Rally opposition against	Ministry (Lebanon)
Wael Abu Faour	Make an appeal or request	Government Official (Lebanon)
Houthis	Make statement	Iran
Party President (India)	Consult	Ministry (India)
Ministry (India)	Consult	Party President (India)
Ministry (India)	Conduct hunger strike	Unspecified Actor
India	Host a visit	Saddam Hussein
Saddam Hussein	Make a visit	India
Saudi Arabia	Mediate	Lebanon
Saudi Arabia	Mediate	Saad Hariri
Citizen (India)	Express intent to engage in diplomatic cooperation (such as policy support)	Political Parties (India)
Military (India)	Make statement	Government (Iraq)
Military (India)	Make empathetic comment	Citizen (Iraq)
